,3,4,5,6,7,10,11,14,16,18,22,31,33,44,47,55,63,77,99
,Daniel Ricciardo,Lando Norris,Sebastian Vettel,Nicholas Latifi,Kimi Räikkönen,Pierre Gasly,Sergio Pérez,Fernando Alonso,Charles Leclerc,Lance Stroll,Yuki Tsunoda,Esteban Ocon,Max Verstappen,Lewis Hamilton,Mick Schumacher,Carlos Sainz,George Russell,Valtteri Bottas,Antonio Giovinazzi
1,01:38.267,01:35.658,01:40.689,01:41.174,01:41.610,01:39.330,01:33.756,01:38.679,01:36.143,01:40.334,01:36.600,01:37.772,01:32.800,01:31.686,01:42.098,01:34.819,01:42.644,01:37.280,01:39.822
1,21:49.969,23:04.276,22:43.286,07:41.057,01:41.610,22:04.029,14:57.407,22:52.149,22:49.449,21:39.882,22:03.753,22:52.150,21:30.191,21:43.655,21:13.335,22:12.844,01:42.644,22:13.268,01:39.822
2,01:32.138,01:30.963,01:33.380,01:34.545,01:33.319,01:32.814,01:29.507,01:32.422,01:31.140,01:33.222,01:31.494,01:32.085,01:29.103,01:28.791,01:34.049,01:30.325,01:34.186,01:31.738,01:33.170
3,01:31.096,01:30.765,01:31.953,01:33.236,01:31.945,01:31.533,01:29.273,01:31.511,01:30.910,01:31.943,01:30.811,01:30.852,01:28.827,01:28.587,01:33.612,01:30.155,01:33.882,01:30.683,01:31.837
4,01:31.260,01:30.355,01:32.027,01:32.304,01:32.230,01:31.439,01:28.902,01:31.321,01:30.509,01:31.871,01:30.654,01:31.193,01:29.026,01:28.789,01:32.407,01:30.356,01:32.609,01:30.997,01:31.553
5,01:31.060,01:30.501,01:31.230,01:31.755,01:31.984,01:31.367,01:29.249,01:31.339,01:30.630,01:33.084,01:30.823,01:30.854,01:28.718,01:28.630,01:31.634,01:30.387,01:31.678,01:30.644,01:31.597
6,01:30.776,01:30.555,01:31.316,01:32.003,01:31.868,01:30.786,01:29.239,01:30.920,01:30.586,01:31.590,01:30.541,01:30.881,01:28.707,01:28.593,01:32.041,01:30.329,01:32.508,01:30.639,01:31.313
7,01:31.021,01:30.312,01:30.715,01:31.378,01:31.350,01:30.757,01:29.022,01:30.811,01:30.320,01:31.070,01:30.284,01:30.764,01:28.636,01:28.550,01:31.681,01:30.316,01:31.589,01:30.195,01:30.707
8,01:30.954,01:30.287,01:30.942,01:31.795,01:31.420,01:31.135,01:28.940,01:31.052,01:30.372,01:31.007,01:30.458,01:30.631,01:28.817,01:28.585,01:32.228,01:30.255,01:32.193,01:30.533,01:31.022
9,01:30.509,01:30.156,01:31.124,01:31.704,01:31.363,01:31.365,01:29.063,01:30.990,01:30.104,01:31.086,01:30.379,01:30.719,01:28.671,01:28.356,01:31.755,01:30.165,01:31.554,01:30.515,01:31.039
10,01:30.658,01:30.243,01:30.955,01:31.389,01:30.740,01:30.880,01:28.937,01:30.989,01:30.268,01:31.052,01:30.322,01:30.572,01:28.890,01:28.216,01:33.378,01:30.174,01:31.631,01:30.704,01:31.035
11,01:30.714,01:30.091,01:30.860,01:31.511,01:30.931,01:30.726,01:28.886,01:30.577,01:29.996,01:30.743,01:30.137,01:30.665,01:29.137,01:28.134,01:50.461,01:29.800,01:30.793,01:30.592,01:30.746
12,01:30.668,01:30.085,01:30.733,01:30.971,01:30.807,01:30.547,01:29.165,01:30.535,01:30.381,01:30.858,01:30.507,01:30.742,01:29.282,01:28.566,01:30.122,01:29.772,01:30.957,01:30.252,01:30.868
13,01:31.229,01:30.583,01:30.717,01:31.078,01:31.086,01:30.408,01:29.267,01:30.488,01:30.323,01:30.581,01:29.972,01:30.861,01:31.515,01:28.258,01:30.231,01:29.801,01:31.068,01:30.079,01:30.853
14,01:31.146,01:30.775,01:30.495,01:30.932,01:30.753,01:30.641,01:29.392,01:30.842,01:32.050,01:30.622,01:31.597,01:31.166,01:47.251,01:30.253,01:30.727,01:29.591,01:30.768,01:30.595,01:30.546
15,01:30.859,01:30.348,01:30.748,01:31.134,01:30.604,01:30.686,01:29.581,01:30.817,01:33.881,01:30.446,01:30.054,01:33.316,01:28.492,01:48.755,01:30.687,01:29.938,01:30.853,01:31.079,01:30.550
16,01:30.661,01:30.106,01:30.595,01:31.047,01:30.478,01:30.629,01:29.683,01:30.648,01:50.853,01:30.827,01:30.114,01:49.514,01:29.006,01:27.833,01:30.458,01:29.591,01:31.729,01:29.754,01:30.682
17,01:30.828,01:32.251,01:30.310,01:31.891,01:30.312,01:30.744,01:29.967,01:30.930,01:29.408,01:30.519,01:29.840,01:30.024,01:29.108,01:27.780,01:30.581,01:29.311,01:31.206,01:29.692,01:32.432
18,01:32.751,01:50.162,01:30.160,01:30.912,01:30.426,01:30.725,01:30.588,01:30.574,01:29.283,01:30.369,01:29.674,01:29.874,01:28.502,01:27.889,01:30.736,01:30.907,01:32.536,01:29.478,01:51.395
19,01:50.014,01:30.364,01:30.250,01:30.884,01:30.680,01:30.475,01:31.034,01:30.331,01:29.641,01:30.283,01:29.554,01:30.258,01:28.713,01:28.232,01:30.983,01:32.384,01:31.252,01:29.652,01:29.556
20,01:29.330,01:29.439,01:30.805,01:32.317,01:31.110,01:29.954,01:34.359,01:30.024,01:29.493,01:30.802,01:29.632,01:29.341,01:28.387,01:33.443,01:30.586,01:50.428,01:32.053,01:29.620,01:30.001
21,01:30.116,01:29.907,01:30.563,01:30.886,01:33.951,01:29.652,01:36.824,01:29.633,01:29.563,01:32.575,01:29.752,01:29.850,01:28.569,01:30.485,01:30.950,01:29.752,01:31.065,01:29.647,01:30.180
22,01:29.051,01:29.206,01:30.092,01:32.122,01:50.722,01:29.757,01:48.764,01:29.899,01:29.588,01:50.845,01:29.698,01:29.479,01:28.322,01:28.006,01:30.884,01:29.803,01:30.821,01:29.559,01:30.137
23,01:29.548,01:29.446,01:32.019,01:30.803,01:29.698,01:29.607,01:28.513,01:29.593,01:29.379,01:29.676,01:31.844,01:29.303,01:28.175,01:27.663,01:30.946,01:29.736,01:30.647,01:29.984,01:30.346
24,01:29.398,01:29.295,01:50.219,01:30.935,01:31.307,01:29.646,01:28.605,01:29.667,01:29.104,01:29.839,01:51.159,01:29.599,01:28.179,01:27.979,01:30.520,01:29.576,01:31.577,01:29.097,01:31.109
25,01:29.479,01:29.272,01:30.202,01:31.055,02:22.917,01:30.146,01:27.725,01:29.527,01:29.416,01:29.997,01:29.300,01:29.631,01:28.041,01:27.870,01:30.266,01:29.610,01:32.794,01:28.871,01:29.792
26,01:29.253,01:29.352,01:29.791,01:31.067,,01:29.448,01:28.313,01:29.527,01:29.442,01:29.954,01:29.623,01:29.475,01:28.600,01:28.077,01:30.969,01:29.505,02:46.262,01:29.636,01:30.004
27,01:29.289,01:29.183,01:30.894,01:32.497,,01:29.606,01:28.051,01:29.379,01:29.215,01:29.924,01:29.691,01:29.351,01:28.348,01:27.975,01:30.904,01:29.666,,01:28.927,01:29.712
28,01:29.165,01:29.164,01:29.829,01:34.166,,01:29.307,01:27.962,01:29.312,01:29.254,01:30.847,01:28.991,01:29.556,01:27.935,01:28.143,01:30.726,01:29.719,,01:29.131,01:30.282
29,01:29.168,01:29.208,01:29.516,01:49.780,,01:29.130,01:27.978,01:29.074,01:29.255,01:29.324,01:29.106,01:28.992,01:27.904,01:27.484,01:30.524,01:29.259,,01:29.204,01:29.694
30,01:29.290,01:29.095,01:29.596,01:29.293,,01:29.177,01:28.339,01:29.378,01:29.093,01:29.439,01:29.055,01:28.878,01:27.678,01:27.508,01:32.165,01:29.121,,01:30.944,01:29.775
31,01:29.232,01:29.137,01:29.471,01:29.393,,01:29.301,01:27.950,01:29.314,01:29.381,01:29.394,01:29.756,01:29.321,01:27.917,01:27.495,01:32.290,01:29.391,,01:50.242,01:29.505
32,01:28.880,01:29.091,01:29.643,01:29.431,,01:29.076,01:27.820,01:29.165,01:28.823,01:29.409,01:29.191,01:29.060,01:27.913,01:27.444,01:30.218,01:29.116,,01:28.776,01:29.596
33,01:29.042,01:28.826,01:29.421,01:29.542,,01:29.165,01:27.960,01:29.130,01:29.148,01:29.386,01:29.138,01:29.030,01:27.581,01:27.742,01:30.038,01:29.158,,01:28.961,01:29.442
34,01:28.817,01:28.801,01:28.556,01:29.530,,01:28.998,01:27.306,01:28.931,01:30.050,01:29.223,01:29.017,01:29.181,01:27.783,01:27.201,01:30.006,01:28.828,,01:27.918,
35,01:37.126,01:33.466,01:40.559,01:47.576,,01:32.681,01:27.423,01:30.285,01:36.558,01:41.827,01:36.429,01:35.550,01:27.761,01:27.591,01:46.601,01:33.791,,01:33.907,
36,01:54.231,01:55.172,01:55.562,01:53.570,,01:54.650,01:52.799,01:57.817,02:08.653,01:54.796,01:53.580,01:56.756,01:43.598,01:41.467,01:55.120,01:55.364,,01:54.468,
37,01:38.700,01:41.894,01:34.318,01:31.298,,01:56.705,01:59.707,01:56.240,01:37.309,01:33.421,01:43.377,01:38.906,02:08.605,01:56.216,01:32.144,01:41.553,,01:41.441,
38,01:29.066,01:28.467,01:28.764,01:29.844,,01:29.559,01:26.750,01:30.132,01:28.725,01:31.164,01:28.306,01:29.650,01:26.321,01:30.157,01:29.580,01:28.292,,01:27.886,
39,01:29.466,01:28.430,01:30.706,01:29.897,,01:29.017,01:26.580,01:28.811,01:28.907,01:28.946,01:28.436,01:29.619,01:26.103,01:26.762,01:29.740,01:28.384,,01:27.960,
40,01:28.879,01:28.446,01:28.783,01:29.627,,01:29.012,01:26.643,01:29.256,01:28.433,01:29.075,01:28.368,01:28.939,01:26.552,01:27.387,01:29.767,01:28.325,,01:28.481,
41,01:29.022,01:28.289,01:28.770,01:29.676,,01:28.385,01:26.661,01:30.486,01:28.338,01:28.994,01:28.346,01:29.150,01:26.301,01:26.718,01:29.654,01:28.279,,01:28.224,
42,01:29.406,01:28.388,01:28.699,01:29.542,,01:28.454,01:27.040,01:29.430,01:28.729,01:28.649,01:28.227,01:29.401,01:26.463,01:26.782,01:29.457,01:28.037,,01:28.360,
43,01:29.274,01:28.178,01:28.690,01:29.337,,01:28.090,01:26.596,01:28.946,01:28.954,01:28.807,01:28.195,01:29.096,01:26.437,01:26.615,01:29.552,01:28.178,,01:28.327,
44,01:29.077,01:28.148,01:28.619,01:29.824,,01:28.071,01:26.914,01:29.070,01:29.171,01:30.394,01:27.993,01:29.164,01:26.808,01:27.020,01:29.929,01:27.643,,01:28.270,
45,01:28.968,01:28.008,01:28.601,01:30.962,,01:27.870,01:28.217,01:29.019,01:30.335,01:28.776,01:27.969,01:28.960,01:26.768,01:26.966,01:31.055,01:27.929,,01:27.839,
46,01:30.342,01:28.059,01:30.388,01:29.995,,01:27.726,01:27.028,01:28.762,01:28.982,01:28.789,01:27.890,01:29.012,01:27.048,01:27.270,01:30.250,01:27.674,,01:28.039,
47,01:28.854,01:27.953,01:28.503,01:30.134,,01:27.699,01:26.642,01:29.126,01:28.974,01:28.768,01:27.732,01:30.034,01:26.656,01:27.683,01:30.200,01:27.797,,01:27.849,
48,01:28.723,01:29.996,01:28.326,01:30.648,,01:27.567,01:26.429,01:29.827,01:28.638,01:28.567,01:27.661,01:28.661,01:26.554,01:27.553,01:29.751,01:27.629,,01:28.527,
49,01:29.261,01:48.028,01:28.345,01:29.349,,01:27.342,01:26.507,01:28.564,01:29.170,01:28.709,01:27.581,01:29.538,01:26.657,01:26.875,01:29.762,01:27.732,,01:27.239,
50,01:28.801,01:26.847,01:28.332,01:29.752,,01:27.424,01:26.428,01:29.325,01:28.952,01:29.008,01:27.496,01:28.643,01:26.748,01:26.784,01:29.962,01:27.639,,01:27.130,
51,01:28.742,01:27.227,01:28.353,,,01:27.442,01:26.419,01:28.424,01:29.998,01:28.594,01:27.535,01:28.665,01:27.048,01:26.934,01:30.614,01:27.618,,01:26.862,
52,01:44.016,01:34.458,01:41.212,,,01:35.375,01:26.529,01:42.295,01:42.248,01:45.169,01:32.276,01:42.136,01:27.559,01:26.833,01:56.602,01:29.182,,01:28.154,
53,02:16.464,02:23.485,02:05.983,,,01:53.281,01:47.607,02:13.583,02:10.799,02:12.355,01:55.178,02:13.376,01:42.072,01:38.574,02:11.605,01:56.967,,01:58.324,
54,02:30.528,02:32.140,02:30.524,,,01:50.389,02:06.894,02:32.020,02:31.687,02:19.167,01:54.460,02:31.544,02:15.373,02:22.911,01:44.080,01:58.467,,01:55.892,
55,02:24.782,02:25.212,02:26.006,,,02:00.394,02:16.838,02:25.226,02:26.191,02:25.787,01:43.335,02:26.235,02:30.435,02:32.083,02:18.615,01:47.011,,01:47.158,
56,02:22.051,01:59.050,02:00.340,,,02:02.485,,01:59.466,01:58.448,02:21.035,02:17.844,01:58.878,02:26.432,02:25.761,02:19.025,02:19.106,,02:19.183,
57,01:29.480,01:27.460,01:28.370,,,02:16.957,,01:28.007,01:28.644,01:32.389,02:18.101,01:28.419,02:21.895,02:28.331,01:31.021,02:19.998,,02:19.191,
58,,01:26.762,01:28.303,,,01:28.344,,01:27.607,01:29.557,,01:27.954,01:28.249,01:26.618,01:29.330,,01:28.879,,01:30.479,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,3,Daniel Ricciardo,,,,,,,,,,,
,,,,,,,4,Lando Norris,,,,,,,,,,,
,,,,,,,5,Sebastian Vettel,,,,,,,,,,,
,,,,,,,6,Nicholas Latifi,,,,,,,,,,,
,,,,,,,7,Kimi Räikkönen,,,,,,,,,,,
,,,,,,,10,Pierre Gasly,,,,,,,,,,,
,,,,,,,11,Sergio Pérez,,,,,,,,,,,
,,,,,,,14,Fernando Alonso,,,,,,,,,,,
,,,,,,,16,Charles Leclerc,,,,,,,,,,,
,,,,,,,18,Lance Stroll,,,,,,,,,,,
,,,,,,,22,Yuki Tsunoda,,,,,,,,,,,
,,,,,,,31,Esteban Ocon,,,,,,,,,,,
,,,,,,,33,Max Verstappen,,,,,,,,,,,
,,,,,,,44,Lewis Hamilton,,,,,,,,,,,
,,,,,,,47,Mick Schumacher,,,,,,,,,,,
,,,,,,,55,Carlos Sainz,,,,,,,,,,,
,,,,,,,63,George Russell,,,,,,,,,,,
,,,,,,,77,Valtteri Bottas,,,,,,,,,,,
,,,,,,,99,Antonio Giovinazzi,,,,,,,,,,,