,3,4,5,6,7,9,10,11,14,16,18,22,33,44,47,55,63,77,99
,Daniel Ricciardo,Lando Norris,Sebastian Vettel,Nicholas Latifi,Kimi Räikkönen,Nikita Mazepin,Pierre Gasly,Sergio Pérez,Fernando Alonso,Charles Leclerc,Lance Stroll,Yuki Tsunoda,Max Verstappen,Lewis Hamilton,Mick Schumacher,Carlos Sainz,George Russell,Valtteri Bottas,Antonio Giovinazzi
1,01:46.476,01:30.875,01:43.358,01:55.251,01:50.522,01:57.036,01:37.666,01:43.418,01:51.658,01:44.259,01:46.722,01:44.370,01:27.835,01:35.027,01:53.050,01:49.634,01:48.842,01:35.924,01:47.502
2,01:50.873,01:51.122,01:50.886,01:49.943,01:51.989,01:50.392,01:49.937,01:49.522,01:51.680,01:51.896,01:50.815,01:51.442,01:52.329,01:50.314,01:50.990,01:49.898,01:49.775,01:50.523,02:00.589
3,01:41.960,01:55.160,01:44.609,01:36.821,01:38.727,01:34.939,01:50.415,01:54.355,01:38.230,01:43.056,01:45.918,01:47.399,01:56.564,01:52.275,01:37.819,01:40.723,01:41.031,01:51.307,01:34.513
4,01:13.293,01:11.327,01:13.188,01:13.750,01:13.730,01:14.616,01:12.457,01:16.025,01:13.455,01:14.272,01:13.110,01:12.813,01:09.799,01:11.463,01:13.580,01:14.202,01:14.362,01:11.801,01:13.813
5,01:11.872,01:10.100,01:11.716,01:12.996,01:12.612,01:13.191,01:11.035,01:11.663,01:13.048,01:12.116,01:11.643,01:11.526,01:09.735,01:10.109,01:13.960,01:12.562,01:12.326,01:10.598,01:13.165
6,01:11.313,01:09.903,01:11.363,01:12.722,01:11.940,01:13.238,01:10.945,01:11.316,01:12.082,01:11.675,01:11.167,01:11.110,01:09.451,01:10.058,01:13.518,01:11.808,01:11.925,01:10.019,01:12.736
7,01:10.948,01:09.602,01:11.058,01:11.600,01:11.172,01:12.286,01:10.401,01:11.003,01:11.202,01:10.797,01:11.098,01:10.697,01:09.282,01:09.649,01:11.720,01:11.126,01:11.129,01:09.608,01:11.530
8,01:11.110,01:09.694,01:10.991,01:11.392,01:11.113,01:12.080,01:10.875,01:11.253,01:11.474,01:11.129,01:11.006,01:10.960,01:09.327,01:09.746,01:11.950,01:11.088,01:11.001,01:09.894,01:11.822
9,01:11.220,01:09.445,01:11.105,01:11.767,01:11.115,01:12.001,01:10.999,01:11.063,01:11.537,01:11.130,01:11.008,01:11.149,01:09.218,01:09.293,01:11.686,01:11.352,01:11.361,01:10.339,01:11.630
10,01:11.165,01:09.706,01:11.273,01:11.682,01:11.661,01:11.761,01:11.238,01:11.029,01:11.941,01:11.178,01:11.288,01:11.564,01:09.091,01:09.838,01:11.890,01:11.280,01:11.347,01:10.433,01:11.709
11,01:11.267,01:09.541,01:11.340,01:11.491,01:11.347,01:12.212,01:11.155,01:11.322,01:11.365,01:11.130,01:11.408,01:11.440,01:09.132,01:09.473,01:11.747,01:11.288,01:11.159,01:09.960,01:11.311
12,01:11.715,01:09.755,01:11.708,01:11.502,01:11.284,01:11.966,01:11.018,01:11.737,01:11.240,01:11.433,01:11.861,01:14.338,01:09.145,01:09.849,01:11.958,01:10.679,01:12.389,01:09.864,01:11.349
13,01:11.361,01:09.534,01:11.394,01:11.618,01:11.550,01:11.894,01:14.537,01:11.574,01:11.228,01:11.706,01:11.329,01:27.269,01:09.126,01:09.509,01:11.782,01:11.149,01:11.562,01:09.999,01:11.716
14,01:11.778,01:09.603,01:11.703,01:11.814,01:11.718,01:11.982,01:28.296,01:12.304,01:11.379,01:11.225,01:14.676,01:11.708,01:09.100,01:09.601,01:11.964,01:11.446,01:11.482,01:09.568,01:11.867
15,01:10.761,01:09.541,01:10.383,01:11.400,01:11.387,01:11.798,01:11.039,01:11.039,01:11.677,01:10.986,01:27.413,01:10.901,01:09.074,01:09.508,01:11.885,01:11.071,01:11.357,01:09.338,01:11.507
16,01:10.657,01:09.496,01:10.882,01:11.290,01:10.971,01:12.856,01:10.552,01:10.734,01:11.256,01:10.758,01:10.664,01:11.140,01:09.070,01:09.511,01:11.841,01:10.800,01:11.102,01:09.459,01:11.410
17,01:10.128,01:09.649,01:15.194,01:11.318,01:11.249,01:12.961,01:10.946,01:10.916,01:11.082,01:10.884,01:11.508,01:10.729,01:09.071,01:09.793,01:11.533,01:10.873,01:11.098,01:09.503,01:11.363
18,01:10.741,01:09.605,01:26.577,01:11.303,01:11.017,01:13.552,01:09.951,01:10.466,01:10.850,01:10.330,01:10.456,01:10.758,01:09.206,01:09.434,01:12.739,01:10.628,01:11.001,01:09.445,01:11.305
19,01:10.290,01:09.810,01:10.098,01:11.353,01:11.103,01:12.329,01:10.320,01:10.171,01:11.044,01:10.220,01:11.601,01:10.296,01:09.274,01:09.645,01:12.734,01:10.792,01:11.081,01:09.881,01:11.325
20,01:10.153,01:11.188,01:09.965,01:11.410,01:11.028,01:11.966,01:10.747,01:10.554,01:11.028,01:10.332,01:11.663,01:10.624,01:09.355,01:09.460,01:12.489,01:10.645,01:10.890,01:09.994,01:11.418
21,01:10.162,01:10.127,01:10.272,01:11.120,01:10.685,01:12.167,01:10.649,01:10.043,01:10.857,01:10.134,01:09.995,01:10.349,01:09.252,01:09.707,01:12.715,01:10.345,01:10.849,01:10.051,01:10.899
22,01:10.338,01:10.089,01:10.277,01:10.951,01:10.972,01:11.895,01:10.938,01:10.127,01:10.916,01:10.150,01:10.333,01:10.551,01:09.328,01:09.516,01:11.661,01:10.186,01:10.620,01:09.912,01:11.142
23,01:09.968,01:09.946,01:10.258,01:10.898,01:10.633,01:12.235,01:10.493,01:09.996,01:10.699,01:09.918,01:10.067,01:10.673,01:09.494,01:09.686,01:11.540,01:09.987,01:10.801,01:10.203,01:12.399
24,01:10.124,01:09.856,01:10.758,01:10.858,01:10.508,01:12.696,01:10.367,01:09.996,01:10.486,01:10.150,01:10.279,01:10.824,01:09.500,01:09.420,01:11.391,01:10.148,01:10.551,01:09.787,01:10.990
25,01:10.020,01:09.922,01:10.820,01:11.926,01:10.304,01:11.804,01:09.969,01:09.996,01:10.419,01:09.934,01:10.361,01:10.685,01:08.882,01:09.346,01:13.231,01:10.247,01:10.316,01:09.671,01:10.533
26,01:10.148,01:09.666,01:10.681,01:11.236,01:10.533,01:11.719,01:09.783,01:09.932,01:10.388,01:09.987,01:10.552,01:10.595,01:09.611,01:09.594,01:11.079,01:10.037,01:10.357,01:09.682,01:10.586
27,01:10.046,01:10.085,01:10.612,01:10.799,01:10.444,01:15.562,01:09.905,01:10.293,01:10.488,01:10.262,01:10.700,01:11.033,01:09.323,01:09.533,01:11.521,01:10.261,01:10.519,01:09.726,01:11.013
28,01:10.021,01:10.089,01:11.059,01:10.743,01:10.505,01:29.641,01:09.891,01:10.192,01:10.459,01:10.246,01:10.742,01:10.925,01:09.304,01:09.776,01:10.868,01:10.072,01:10.492,01:10.037,01:10.897
29,01:13.401,01:09.957,01:11.029,01:11.002,01:10.504,01:10.901,01:09.894,01:10.228,01:10.624,01:10.110,01:10.835,01:11.053,01:09.498,01:09.615,01:11.094,01:10.002,01:10.566,01:09.692,01:14.521
30,01:25.889,01:13.463,01:10.740,01:11.001,01:10.828,01:10.838,01:10.151,01:09.709,01:10.508,01:09.616,01:10.860,01:10.476,01:09.515,01:10.300,01:11.553,01:10.078,01:13.410,01:13.539,01:33.104
31,01:09.430,01:31.546,01:10.446,01:10.870,01:10.619,01:12.397,01:10.063,01:10.023,01:10.734,01:10.240,01:10.680,01:10.285,01:09.630,01:13.627,01:11.455,01:10.013,01:26.784,01:26.602,01:09.838
32,01:09.820,01:09.247,01:10.409,01:10.614,01:10.213,01:12.442,01:10.310,01:13.971,01:14.052,01:10.625,01:10.423,01:10.472,01:13.134,01:26.319,01:10.954,01:09.940,01:09.446,01:09.325,01:09.724
33,01:09.460,01:09.066,01:11.176,01:15.269,01:10.162,01:10.727,01:09.752,01:25.499,01:27.323,01:10.201,01:10.773,01:10.082,01:25.451,01:09.194,01:10.930,01:09.717,01:09.458,01:08.689,01:09.473
34,01:09.543,01:08.566,01:09.966,01:26.673,01:10.145,01:11.125,01:09.589,01:08.701,01:09.217,01:13.495,01:10.187,01:10.005,01:08.473,01:09.235,01:14.136,01:09.961,01:09.399,01:08.730,01:09.869
35,01:09.664,01:08.694,01:09.905,01:09.837,01:10.335,01:11.037,01:09.698,01:08.917,01:09.231,01:25.617,01:10.188,01:10.064,01:08.728,01:09.171,01:30.097,01:09.907,01:09.747,01:09.017,01:09.896
36,01:09.649,01:09.194,01:10.213,01:09.993,01:10.344,01:11.098,01:09.983,01:09.287,01:09.481,01:08.817,01:10.548,01:10.018,01:08.769,01:09.269,01:10.303,01:09.981,01:10.037,01:08.801,01:09.719
37,01:10.103,01:08.910,01:09.786,01:10.182,01:13.641,01:12.259,01:10.302,01:09.340,01:09.491,01:08.804,01:11.879,01:09.842,01:08.904,01:09.155,01:09.760,01:10.217,01:09.946,01:09.001,01:09.980
38,01:09.780,01:09.030,01:09.798,01:10.166,01:27.558,01:10.877,01:09.504,01:09.495,01:09.606,01:08.933,01:10.366,01:09.691,01:08.714,01:09.209,01:10.038,01:09.536,01:09.752,01:08.807,01:09.837
39,01:09.622,01:09.257,01:09.620,01:10.346,01:10.817,01:11.057,01:09.561,01:09.678,01:09.502,01:09.660,01:10.058,01:09.741,01:08.641,01:09.596,01:10.344,01:09.730,01:09.729,01:08.935,01:09.872
40,01:09.558,01:08.984,01:09.833,01:10.149,01:10.466,01:10.848,01:09.427,01:09.753,01:09.752,01:10.740,01:09.991,01:09.873,01:09.147,01:09.363,01:10.290,01:09.699,01:10.010,01:08.874,01:10.151
41,01:09.365,01:08.884,01:09.898,01:10.189,01:09.299,01:11.016,01:09.477,01:09.344,01:09.938,01:09.190,01:10.114,01:09.763,01:08.887,01:09.376,01:10.080,01:09.778,01:09.730,01:09.020,01:10.100
42,01:09.391,01:08.767,01:09.979,01:10.298,01:10.162,01:10.923,01:09.459,01:09.337,01:09.682,01:09.392,01:09.996,01:09.842,01:08.822,01:09.400,01:10.465,01:09.804,01:09.635,01:09.071,01:10.252
43,01:09.355,01:08.740,01:09.704,01:09.987,01:09.903,01:11.184,01:09.615,01:09.495,01:09.848,01:09.303,01:10.262,01:10.016,01:08.887,01:09.214,01:10.423,01:10.021,01:09.814,01:09.038,01:10.204
44,01:09.976,01:08.825,01:09.928,01:10.427,01:09.941,01:10.740,01:10.108,01:09.758,01:11.533,01:09.471,01:11.626,01:09.614,01:08.880,01:09.241,01:10.217,01:09.938,01:09.615,01:09.216,01:10.185
45,01:10.388,01:08.957,01:09.795,01:10.396,01:10.098,01:14.264,01:13.417,01:10.306,01:10.219,01:09.769,01:10.010,01:09.694,01:09.429,01:09.449,01:10.178,01:09.934,01:09.881,01:09.094,01:10.275
46,01:09.608,01:08.893,01:09.825,01:12.602,01:09.815,01:31.577,01:25.150,01:09.932,01:09.533,01:10.501,01:14.296,01:09.464,01:08.833,01:09.534,01:10.406,01:09.801,01:09.727,01:09.214,01:14.607
47,01:09.164,01:09.461,01:09.651,01:12.537,01:09.899,01:10.288,01:08.634,01:09.164,01:09.439,01:09.214,01:27.351,01:09.586,01:08.810,01:09.078,01:10.019,01:09.835,01:10.052,01:09.928,01:10.627
48,01:08.992,01:09.289,01:09.679,01:11.115,01:09.813,01:09.796,01:08.844,01:09.065,01:09.521,01:09.241,01:10.286,01:09.539,01:08.860,01:09.692,01:10.048,01:13.405,01:11.401,01:09.412,01:09.492
49,01:09.132,01:08.817,01:12.881,01:10.582,01:09.751,01:09.757,01:08.738,01:09.208,01:09.421,01:09.202,01:08.852,01:10.867,01:08.769,01:09.046,01:10.233,01:26.212,01:10.819,01:08.833,01:09.679
50,01:08.970,01:08.757,01:24.593,01:10.344,01:09.469,01:10.234,01:08.596,01:08.845,01:09.338,01:08.823,01:08.896,01:09.599,01:08.610,01:09.023,01:10.153,01:09.181,01:09.802,01:08.962,01:10.962
51,01:09.155,01:08.582,01:08.420,01:10.014,01:09.398,01:09.961,01:08.668,01:09.035,01:09.276,01:09.006,01:09.238,01:12.567,01:08.439,01:09.043,01:10.087,01:09.115,01:09.491,01:08.776,01:09.830
52,01:10.776,01:08.912,01:08.689,01:09.751,01:09.508,01:11.918,01:08.634,01:09.224,01:09.070,01:09.453,01:08.782,01:32.862,01:08.489,01:10.286,01:09.799,01:08.766,01:09.362,01:08.374,01:09.421
53,01:08.899,01:08.923,01:08.856,01:09.578,01:08.973,01:09.962,01:08.327,01:08.787,01:09.151,01:09.144,01:08.736,01:08.677,01:08.173,01:13.847,01:10.436,01:08.484,01:09.104,01:08.884,01:09.498
54,01:08.874,01:08.664,01:08.876,01:09.675,01:08.939,01:10.284,01:08.146,01:08.429,01:09.010,01:09.054,01:08.659,01:08.455,01:08.237,01:25.346,01:09.911,01:08.438,01:08.950,01:08.766,01:09.333
55,01:08.901,01:08.494,01:08.761,01:09.694,01:08.967,01:13.828,01:08.328,01:08.192,01:08.824,01:08.698,01:08.760,01:08.714,01:08.147,01:08.126,01:09.874,01:08.113,01:08.998,01:08.854,01:09.042
56,01:08.820,01:08.687,01:08.818,01:09.651,01:09.173,01:10.647,01:08.319,01:08.444,01:08.765,01:08.915,01:08.808,01:09.518,01:08.012,01:08.272,01:09.394,01:08.010,01:08.900,01:08.860,01:09.350
57,01:09.147,01:08.894,01:08.739,01:09.764,01:09.028,01:11.325,01:08.447,01:08.311,01:09.151,01:09.116,01:09.284,01:08.655,01:07.992,01:08.389,01:09.908,01:08.101,01:09.256,01:08.617,01:09.241
58,01:08.882,01:08.686,01:08.735,01:09.838,01:08.836,01:10.451,01:08.374,01:08.490,01:09.118,01:08.942,01:09.062,01:08.861,01:07.835,01:08.885,01:09.874,01:08.211,01:09.055,01:08.673,01:09.351
59,01:09.107,01:08.635,01:08.746,01:10.075,01:09.461,01:10.538,01:08.454,01:08.758,01:09.214,01:09.160,01:09.015,01:09.040,01:08.106,01:09.355,01:12.429,01:08.271,01:09.314,01:08.620,01:09.398
60,01:09.205,01:08.756,01:09.114,01:09.779,01:09.995,01:12.223,01:08.566,01:08.721,01:09.711,01:08.930,01:08.972,01:08.640,01:11.722,01:09.161,01:10.188,01:08.524,01:09.830,01:08.679,01:09.490
61,01:09.336,01:08.499,01:09.023,01:09.583,01:09.067,01:10.299,01:08.427,01:08.623,01:09.566,01:09.376,01:08.693,01:08.552,01:25.090,01:09.093,01:14.282,01:08.455,01:09.387,01:08.710,01:09.066
62,01:08.845,01:08.471,01:08.730,01:09.633,01:08.520,01:10.453,01:08.354,01:08.350,01:10.560,01:08.954,01:08.666,01:08.563,01:06.200,01:09.255,01:10.035,01:08.705,01:10.866,01:08.455,01:09.313
63,01:09.060,01:08.515,01:09.008,01:09.404,01:09.056,01:10.404,01:08.424,01:08.473,01:09.347,01:09.070,01:08.791,01:08.678,01:08.549,01:09.331,01:12.211,01:08.720,01:09.081,01:08.380,01:09.393
64,01:08.971,01:08.574,01:08.830,01:09.704,01:09.118,01:14.353,01:09.075,01:08.461,01:09.287,01:09.065,01:08.689,01:09.374,01:08.172,01:08.904,01:10.608,01:08.979,01:09.395,01:08.619,01:09.203
65,01:08.845,01:08.650,01:08.952,01:09.726,01:09.083,01:11.023,01:08.396,01:08.329,01:09.569,01:10.530,01:08.859,01:08.567,01:07.947,01:09.302,01:10.523,01:08.638,01:09.471,01:08.646,01:09.288
66,01:09.167,01:08.988,01:08.928,01:09.523,01:09.274,01:12.629,01:08.242,01:08.416,01:09.658,01:09.182,01:08.960,01:08.934,01:07.950,01:09.852,01:10.298,01:08.647,01:09.765,01:08.623,01:09.301
67,01:09.046,01:08.973,01:09.252,01:09.179,01:09.511,01:10.264,01:08.250,01:08.776,01:08.889,01:08.836,01:09.317,01:08.870,01:07.780,01:09.144,01:12.513,01:08.919,01:10.821,01:08.896,01:09.308
68,01:09.480,01:09.410,01:09.294,01:09.042,01:09.889,01:10.647,01:08.533,01:09.056,01:08.995,01:09.299,01:08.976,01:08.879,01:07.975,01:08.916,01:10.138,01:09.441,01:10.080,01:09.015,01:09.175
69,01:09.448,01:08.848,01:09.934,01:08.874,01:10.205,01:12.208,01:08.580,01:08.692,01:08.860,01:09.249,01:08.804,01:08.491,01:07.860,01:08.974,01:09.982,01:09.379,01:10.222,01:08.982,01:09.226
70,01:09.967,01:09.003,,01:09.824,01:37.836,,01:08.979,01:08.579,01:08.405,01:09.198,01:11.689,01:09.611,01:07.862,01:09.429,,01:07.762,01:10.386,01:09.302,01:09.928
71,01:10.839,01:09.658,,,,,01:10.068,01:09.218,,01:10.304,,,01:07.737,01:10.846,,01:08.992,,01:09.459,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,3,Daniel Ricciardo,,,,,,,,,,,,,,,,
,,4,Lando Norris,,,,,,,,,,,,,,,,
,,5,Sebastian Vettel,,,,,,,,,,,,,,,,
,,6,Nicholas Latifi,,,,,,,,,,,,,,,,
,,7,Kimi Räikkönen,,,,,,,,,,,,,,,,
,,9,Nikita Mazepin,,,,,,,,,,,,,,,,
,,10,Pierre Gasly,,,,,,,,,,,,,,,,
,,11,Sergio Pérez,,,,,,,,,,,,,,,,
,,14,Fernando Alonso,,,,,,,,,,,,,,,,
,,16,Charles Leclerc,,,,,,,,,,,,,,,,
,,18,Lance Stroll,,,,,,,,,,,,,,,,
,,22,Yuki Tsunoda,,,,,,,,,,,,,,,,
,,33,Max Verstappen,,,,,,,,,,,,,,,,
,,44,Lewis Hamilton,,,,,,,,,,,,,,,,
,,47,Mick Schumacher,,,,,,,,,,,,,,,,
,,55,Carlos Sainz,,,,,,,,,,,,,,,,
,,63,George Russell,,,,,,,,,,,,,,,,
,,77,Valtteri Bottas,,,,,,,,,,,,,,,,
,,99,Antonio Giovinazzi,,,,,,,,,,,,,,,,